description,industry,level,size,line_code,value
Business plans for involving workers in decisions that affect their health and safety - been doing practice for at least two years,Other professional scientific,2,total,D0205_01,1758
Business plans for involving workers in decisions that affect their health and safety - been doing practice for at least two years,Administrative & support services,1,total,D0205_01,1005
Business plans for involving workers in decisions that affect their health and safety - been doing practice for at least two years,Education & training,1,total,D0205_01,672
Business plans for involving workers in decisions that affect their health and safety - been doing practice for at least two years,Health care & social assistance,1,total,D0205_01,1848
Business plans for involving workers in decisions that affect their health and safety - been doing practice for at least two years,Arts & recreation services,1,total,D0205_01,291
Business plans for involving workers in decisions that affect their health and safety - been doing practice for at least two years,Other services,1,total,D0205_01,690
Business plans for involving workers in decisions that affect their health and safety - been doing practice for at least two years,total,0,total,D0205_01,24174
Business plans for involving workers in decisions that affect their health and safety - introduced in the last two years,total,0,6–19 employees,D0205_02,7740
Business plans for involving workers in decisions that affect their health and safety - introduced in the last two years,total,0,20–49 employees,D0205_02,1824
Business plans for involving workers in decisions that affect their health and safety - introduced in the last two years,total,0,50–99 employees,D0205_02,426
Business plans for involving workers in decisions that affect their health and safety - introduced in the last two years,total,0,100+ employees,D0205_02,249
Business plans for involving workers in decisions that affect their health and safety - introduced in the last two years,"Agriculture, forestry, & fishing",1,total,D0205_02,882
Business plans for involving workers in decisions that affect their health and safety - introduced in the last two years,Agriculture,2,total,D0205_02,675
Business plans for involving workers in decisions that affect their health and safety - introduced in the last two years,Commercial fishing,2,total,D0205_02,9
Business plans for involving workers in decisions that affect their health and safety - introduced in the last two years,Forestry & logging,2,total,D0205_02,12
